pair_total_errors,record_id,source_row,Document,actual_class,predicted_class,confidence,is_correct
52,45bded8950eac00d339c34a32f770d69c3d6aa5ba8e34afa6b59fbbaeed0c7fd,22942,access on to new team members friday members dear colleagues please folders disciplines testing testing colleagues thank kindly senior tester,Miscellaneous,HR Support,0.6650829126766417,False
52,4988106808ad510e64b5dfb5e37aeeafd1e503faac0099451c2c71037f0d6283,13501,difference total for thursday pm difference total hi please difference total form review form regards,Miscellaneous,HR Support,0.6632332928819054,False
51,9a5d875592b5ad4c10e9581fa0c64dc2cc9aa4264e872ee88d80b3eb04aa5218,45319,access hello seems unable access mailbox within could you please advise receive connection server lost get following error something went wrong we re having trouble getting your mailbox right please refresh or try again later if problem continues please contact your error data version date already restarted laptop pass seem be was able access other tools require same credentials also note trying connect thank you regards,Administrative rights,Hardware,0.8781451036607618,False
51,4183a35ff07f55cbde95377b1689851fdfaddba50f6f18776880400c14d30252,44779,issues with sent thursday issue with when friday dublin edinburgh lisbon where meeting hi have issues with cannot join there more conf id can use join over phone please can you help tx,Administrative rights,Hardware,0.8696491758052726,False
51,a95bcd5c42cfcbdff49211350f16ea10d8c6bea914520d12665e09c69eb3a12a,38670,issues with mouse issues with mouse hi encounter some issues with mouse master mouse loses connection pc can you help warranty still valid thank you,Administrative rights,Hardware,0.8503558382637778,False
51,38d3b12f04dd527685a5c207bdb8a951f72f2e59cfba17650eaa9e4dede6b8c7,42582,outlook issues sent monday access issue hello discussed phone morning past few weeks encountering some issues with after lock laptop some cases attempt unlock laptop after enter password prompted with error message referenced currently locked out be logged some times could keep like for more than one hour was able log into laptop by making mobile when was trying initially connect was plugged into cable different problem could be related also with with continuously prompt insert password longer connecting server was able access by logging into path also deleted entries credentials still encounter same issue if any other details be needed side you can contact for since could be delayed best regards,Administrative rights,Hardware,0.8130367106395988,False
51,3ceb6ff45c6ca28af0dfbf3c52ac68751b5feda3a648c276d93a33d4915a8a29,42827,unable to connect to outlook sent unable connect hello reached mention there consultants site today unable connect their connected via but avail also advise would need connection order reset their passwords please be kind investigate possible try help out understand might require input if needed please request well please contact ask for more details if required perhaps call when she available would help thank you kind regards leader ext,Administrative rights,Hardware,0.8062447988157364,False
51,8ad28e107031e57c0debdb6df6472bcfe831168c9a1474083d190762eeff9b3c,8729,cost for new tv cost tv hi looking buy tv features anymore haven upgrade browser let recover tv costs won after tv regards re cost tv hi quote tv cost recovery unable help kind regards administrator friday pm cost tv hi please help price offer tv maybe browsing capabilities identified model lh compatible fine other options available tv want display because browser compatible upgrade newer version also recover tv costs won old after best regards mobile next annul leave rd,Administrative rights,Hardware,0.7988406758438965,False
51,187aca20c37fe0bad24371b578463764e7e8e416293b07c20aa0f20d5d432dd4,37889,sound issues solved sound issues solved hi please note we had issues with tv sound during presentation help consider raised issue solved thank you,Administrative rights,Hardware,0.7798069783440056,False
51,46a7eae1135f3ec59a553c3f97135ef9af38f2502b1790ffa534d88d2c9adf6e,37748,view issues view issues hi have had issues with view laptop impacted ability generate client reports were being pulled through report please can be investigated regards manager,Administrative rights,Hardware,0.7623014853570306,False
51,3cdf10ef00a2e97eff289868eb73f9ac86ff574324a662e7291d53181d396d44,35209,system performance issues amp endpoint hello please help endpoint take cpu application use for programing works very bad block sometimes how can fix thing thank you,Administrative rights,Hardware,0.7539111100271003,False
51,40191dc1bf1aaa0577235adc33a24e23e716a7b7f72ba4395ab33a16b4db47d4,40969,admin rights issue sent friday rights issue dear currently we experiencing situation when person without rights laptop can when working can you please provide solution for issue best regards sent friday rights issue hi moment have rights laptop noticed able open up appears requiring enter password thanks senior tester blvd th floor district web blending industry expertise information confidential be legally privileged intended solely for addressee any opinions expressed mine necessarily represent opinions,Administrative rights,Hardware,0.7526822177395476,False
47,23ee4ec0e84964487ca050ecc6cc03aaf0d06d7d5972a557523b1e45a20ddd2f,6252,give access to please give log credentials error invalid,Access,HR Support,0.9572200957386732,False
47,8e1ac7fdd846734fecd5af923e8189a735219975711817df1cd42d71ec845a01,30059,confluence access for weaver pm starter form contractor dear please find attached joined contractor thank,Access,HR Support,0.9419033183186942,False
47,374883aadb047ab802916f1511be62e88e73ddd9ba5f5cbc6985cfbffdd7bae3,12908,time card july pm card hello received leave during viewing absences leave has completed other action required thank,Access,HR Support,0.8963042994278236,False
47,ce60fecfea57712853d0d3688a20256985c30bf7ed60c3c9dcde779f8e34adce,26946,account for new starter thursday november pm dear more joiner please find attached him thank regards administrator,Access,HR Support,0.8730461166953629,False
47,f4a6860ccebf575508b2593eb0fc369c423d4a3c37516e5942bbfc64eebeddd3,45499,missing time sheet oracle issue sent thursday december sheet issue took report sheet for for colleague found for below periods same sheet entries remember added can you please if some mistake also can log into changed password recently might be connected country manager job discipline grade assignment person date contractor senior developer engineer belgrade engineer active contractor senior developer engineer belgrade engineer active contractor senior developer engineer belgrade engineer active contractor senior developer engineer belgrade engineer active contractor senior developer engineer belgrade engineer active contractor senior developer engineer belgrade engineer active contractor senior developer engineer belgrade engineer active contractor senior developer engineer belgrade engineer active contractor senior developer engineer belgrade engineer active contractor senior developer engineer belgrade engineer active contractor senior developer engineer belgrade engineer active contractor senior developer engineer belgrade engineer active contractor senior developer engineer belgrade engineer active contractor senior developer engineer belgrade engineer active contractor senior developer engineer belgrade engineer active contractor senior developer engineer belgrade engineer active contractor senior developer engineer belgrade engineer active contractor senior developer engineer belgrade engineer active contractor senior developer engineer belgrade engineer active contractor senior developer engineer belgrade engineer active contractor senior developer engineer belgrade engineer active contractor senior developer engineer belgrade engineer active contractor senior developer engineer belgrade engineer active contractor senior developer engineer belgrade engineer active contractor senior developer engineer belgrade engineer active contractor senior developer engineer belgrade engineer active contractor senior developer engineer belgrade engineer active contractor senior developer engineer belgrade engineer active contractor senior developer engineer belgrade engineer active contractor senior developer engineer belgrade engineer active contractor senior developer engineer belgrade engineer active contractor senior developer engineer belgrade engineer active contractor senior developer engineer belgrade engineer active contractor senior developer engineer belgrade engineer active contractor senior developer engineer belgrade engineer active,Access,HR Support,0.871215940073913,False
47,c097fa4d0b17a66d142ee009eff591e5360b82cc1777b168a89ee9e2d0fbf511,34480,error time card error card dear please regulate card for she started th card she populated was middle week however card was rejected could you please tis issue or provide instruction how proceed kind regards specialist,Access,HR Support,0.8489460583595179,False
47,248e5124c87226a198b352f5cd47073df7c8d480181462c14946eae476a045b8,12270,oracle fusion access to account wednesday july pm hello dear please tenant thank kind regards infrastructure ext,Access,HR Support,0.8439157507118409,False
47,40adb90920d995583e3683dbe75358d69e5a1b42b833e964b4952c6376465f57,578,oracle procurement preparer role needed for louden preparer role needed hi kindly assist kind regards functional analyst thursday pm preparer role needed hi please preparer role please possible kind regards administrator,Access,HR Support,0.8289998669259581,False
47,b17ad3aee0fe14b9e94099a2fd8a4cb51e20c050b7f662c2d38dcdb8038d4623,36467,error error could you please unblock error thanks digital product strategy,Access,HR Support,0.8282782483014804,False
47,99804a4aacd8094b389e4ca45243a76553f1f5f18631bbf177cf1a2a0f8fe9f0,22735,access to accounts new pas pm re accounts hi please assign thank kind regards analyst pm accounts importance high dear please write within note role dp level please note confirmed thanks testing discipline lead,Access,HR Support,0.8280553817091038,False
